Id,Name,TypeDesc,License,LicenseType,Owner,Location,Phone,Status,BeginDate,EndDate,OpenDate,LastInspection,NextInspection,FollowUpDate,ReinspectDate,DateClosed,Complexity,LastInspectionStatus,Address
3559,Riverfront 4 Movies,Food Service Establishment,55733,SFE,Riverfront 4 Movies,"(42.3293284,-83.0397632)",259-2372,OPEN,11/7/07,,,11/7/07,7/10/09,2/20/09,12/30/1899,,O,IN COMPLIANCE,"Detroit, MI 48243, USA"
3560,Papa John's,Food Service Establishment,57920,SFE,Alpha Papa John's,"(42.4275518,-83.14076960000001)",313-862-7272,PERMANENTLY CLOSED,,,,11/29/07,4/27/08,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"18472 Livernois Ave, Detroit, MI 48221, USA"
3561,Jays Corner Hot Dogs,Food Service Establishment,57474,SFE,Jeffrey McPhaul,"(42.2883888,-83.1668036)",425-1181,OPEN,,,,10/30/07,10/24/08,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"425 Schaefer Hwy, Detroit, MI 48217, USA"
3562,Rhythm Universe,Food Service Establishment,60738,SFE,"Fat Group, LLC/Mike Ukomado","(42.389522,-83.1973859)",(313) 837-9100,OPEN,6/4/07,,,6/3/10,10/31/10,6/13/10,12/30/1899,,O,NOT IN COMPLIANCE,"14104 Greenfield Rd, Detroit, MI 48227, USA"
3563,Happy's Pizza,Food Service Establishment,77862,SFE,Jason H. Kassab,"(42.3316764,-83.12021190000002)",313-849-1111,OPEN,11/6/07,,,5/2/16,4/2/17,12/30/1899,12/30/1899,4/17/17,O,IN COMPLIANCE,"4220 Livernois Ave, Detroit, MI 48210, USA"
3564,D'Emilis Catering,Food Service Establishment,56883,SFE,Gregory E. Beard,"(42.4240272,-83.1611501)",313-861-0331,OPEN,,,,8/8/17,1/5/18,8/18/17,,,O,IN COMPLIANCE,"10009 Curtis St, Detroit, MI 48221, USA"
512,Laikon Restaurant,Food Service Establishment,34340,SFE,Konstantinos Mantzios,"(42.3356243,-83.0415287)",,OPEN,,,,4/28/10,9/25/10,12/30/1899,12/30/1899,6/21/10,O,NOT IN COMPLIANCE,"569 Monroe Ave, Detroit, MI 48226, USA"
513,Subway Harbortown Detroit,Food Service Establishment,34341,SFE,Aristidis Moschouris,"(42.3421266,-83.0119036)",313-877-9192,OPEN,,,,8/2/17,7/3/18,,,,O,IN COMPLIANCE,"3424 E Jefferson Ave, Detroit, MI 48207, USA"
514,Taqueria Mi Pueblo,Food Service Establishment,34343,SFE,Lopez Jose Jesus,"(42.316924,-83.1231207)",,OPEN,,,,7/25/17,12/22/17,7/25/17,,,O,IN COMPLIANCE,"7278 Dix St, Detroit, MI 48209, USA"
515,Holy Cross Council 2739,Food Service Establishment,34345,SFE,Knights of Columbus,"(42.3301757,-83.13042899999999)",843-5233,OPEN,,,,9/19/17,8/20/18,10/7/16,12/30/1899,,O,IN COMPLIANCE,"4381 Larkins St, Detroit, MI 48210, USA"
516,Witchcraft Krakus Bar & Restaurant,Food Service Establishment,34346,SFE,Stanley Zacny,"(42.4098289,-83.0663409)",313-368-4848,OPEN,,,,8/22/17,7/23/18,,,,Y,NOT IN COMPLIANCE,"12900 Joseph Campau Ave, Hamtramck, MI 48212, USA"
517,Subway,Food Service Establishment,75366,SFE,Mitesh Patel,"(42.3893205,-82.978292)",313-924-0474,OPEN,,,,8/29/17,7/30/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"11939 E Warren Ave, Detroit, MI 48214, USA"
518,Friends Cocktail Lounge,Food Service Establishment,60494,SFE,"Markaye Enterprises, LLC","(42.4428943,-83.2570773)",535-4669,OPEN,,,,9/13/17,8/14/18,9/13/17,12/30/1899,,O,NOT IN COMPLIANCE,"21633 Eight Mile Rd, Detroit, MI 48219, USA"
2845,Sterling Services,LHD - Vending,n2799,SVN,S. Donovan,"(42.3678185,-83.0854969)",734-207-8363,OPEN,,,,4/2/15,8/14/16,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"2799 W Grand Blvd, Detroit, MI 48202, USA"
2846,Continental Canteen,LHD - Vending,46101,SVN,Steve Laporte,"(42.4284814,-83.1694758)",586-939-3600,OPEN,,,,8/17/05,8/17/05,12/30/1899,12/30/1899,1/27/15,O,,"18700 Meyers Rd, Detroit, MI 48235, USA"
2847,Sterling Services,LHD - Vending,TB7,SVN,Raymond Friedrick,"(42.3678185,-83.0854969)",734-207-8363,OPEN,,,,8/17/05,8/17/05,8/27/05,12/30/1899,,O,,"2799 W Grand Blvd, Detroit, MI 48202, USA"
2848,Sterling Services,LHD - Vending,40442,SVN,S. Donovan,"(42.3678185,-83.0854969)",734-207-8363,OPEN,,,,4/2/15,8/14/16,12/30/1899,12/30/1899,9/1/16,O,NOT IN COMPLIANCE,"2799 W Grand Blvd, Detroit, MI 48202, USA"
2911,AVI Foodsystems,LHD - Vending,40622,SVN,AVI Foodsystems,"(42.38442730000001,-82.9774912)",248-583-1960,OPEN,,,,6/13/06,6/13/06,6/23/06,12/30/1899,,O,,"4000 St Jean St, Detroit, MI 48214, USA"
2912,AVI Foodsystems,LHD - Vending,40620,SVN,Michael Sofranko,"(42.38442730000001,-82.9774912)",330-372-6000,OPEN,,,,2/26/15,7/10/16,12/30/1899,12/30/1899,9/1/16,O,NOT IN COMPLIANCE,"4000 St Jean St, Detroit, MI 48214, USA"
2913,AVI Foodsystems,LHD - Vending,40619,SVN,Michael Sofranko,"(42.38442730000001,-82.9774912)",330-372-6000,OPEN,,,,2/26/15,7/10/16,12/30/1899,12/30/1899,9/1/16,O,NOT IN COMPLIANCE,"4000 St Jean St, Detroit, MI 48214, USA"
519,Connie & Barbara Restaurant,Food Service Establishment,34349,SFE,Barbara Bell,"(42.4163621,-83.1744047)",313-862-5240,OPEN,,,,12/28/17,5/27/18,,,,O,IN COMPLIANCE,"13101 W McNichols Rd, Detroit, MI 48235, USA"
520,Tom's Tavern,Food Service Establishment,34350,SFE,The Sisyphus Group,"(42.43111469999999,-83.1628482)",313-862-9768,OPEN,,,,7/28/17,6/28/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"10093 W Seven Mile Rd, Detroit, MI 48221, USA"
521,Harmonie Cafe,Food Service Establishment,34351,SFE,Michael Hayward,"(42.3363154,-83.0469194)",964-0934,OPEN,,,,5/16/12,4/16/13,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"242 John R St, Detroit, MI 48226, USA"
522,Church of the Living God,Food Service Establishment,34352,SFE,Leroy Williams,"(42.3554053,-83.0361794)",313-732-4422,OPEN,,,,10/31/08,10/16/09,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"3556 Dubois St, Detroit, MI 48207, USA"
523,Chapeau Vert Lounge,Food Service Establishment,34354,SFE,"Chapeau Vert, Inc./Gordon Lee","(42.4103699,-83.27637659999999)",(313) 532-2242,OPEN,,,,1/20/17,12/21/17,1/30/17,12/30/1899,,O,IN COMPLIANCE,"16550 Telegraph Rd, Detroit, MI 48219, USA"
524,Java John Coffee Bar,Food Service Establishment,54049,SFE,St. John Hospital & Medical Ct,"(42.4192452,-82.9149578)",343-8721,OPEN,,,,2/29/08,8/27/08,5/4/07,12/30/1899,7/23/08,O,IN COMPLIANCE,"22101 Moross Rd, Detroit, MI 48236, USA"
525,Mexican Village Of Detroit,Food Service Establishment,34358,SFE,"GUTIERREZ, FERNANDO","(42.3255101,-83.0783738)",237-0333,OPEN,,,,8/2/17,12/30/17,,,,O,IN COMPLIANCE,"2600 Bagley St, Detroit, MI 48216, USA"
526,Vicki's Bar-B-Que,Food Service Establishment,34360,SFE,"Vicki's Foods, Inc.","(42.3446292,-83.1049724)",313-894-9906,OPEN,,,,10/11/17,9/11/18,,,,O,IN COMPLIANCE,"3845 W Warren Ave, Detroit, MI 48208, USA"
527,Lon's Ham and Corned Beef,Food Service Establishment,75041,SFE,Lon Merdita,"(42.36594729999999,-83.1779717)",834-2870,OPEN,,,,9/28/17,2/25/18,,,,Z,NOT IN COMPLIANCE,"13600 W Chicago, Detroit, MI 48228, USA"
528,The Ham Shoppe,Food Service Establishment,34362,SFE,Sulejman A. Abdulai,"(42.3357227,-83.04104579999999)",313-965-0088,OPEN,,,,1/24/08,6/22/08,2/3/08,12/30/1899,,O,NOT IN COMPLIANCE,"1219 St Antoine St, Detroit, MI 48226, USA"
529,Woodward Cocktail Bar,Food Service Establishment,34364,SFE,"Woodward Cocktail Lounge, Inc.","(42.3689354,-83.0721051)",313-872-0166,OPEN,,,,7/7/17,1/22/18,7/17/17,12/30/1899,,Z,NOT IN COMPLIANCE,"6426 Woodward Ave, Detroit, MI 48202, USA"
530,New Hellas Cafe,Food Service Establishment,34366,SFE,Gus & Zoel Anton,"(42.3357084,-83.0411113)",313-961-5544,OPEN,,,,8/17/07,1/14/08,8/27/07,12/30/1899,,O,NOT IN COMPLIANCE,"583 Monroe Ave, Detroit, MI 48226, USA"
531,Wing's Chop Suey,Food Service Establishment,34369,SFE,JIN XUAN LIN,"(42.43112139999999,-83.0239063)",(313) 368-6480,OPEN,,,,9/27/17,2/24/18,,,,O,NOT IN COMPLIANCE,"18700 Van Dyke Ave, Detroit, MI 48234, USA"
532,Man Nam,Food Service Establishment,34371,,PATRICIA A HAN,"(42.429397,-83.27171299999999)",,PERMANENTLY CLOSED,,,,2/28/05,8/27/05,12/30/1899,12/30/1899,,O,,"23514 W Seven Mile Rd, Detroit, MI 48219, USA"
533,Jet King Chop Suey,Food Service Establishment,66052,SFE,"Jing Neng Huang, L.L.C.","(42.4293401,-83.27441999999999)",,PERMANENTLY CLOSED,4/20/10,,,10/22/10,3/21/11,12/30/1899,12/30/1899,7/30/11,O,NOT IN COMPLIANCE,"23720 W Seven Mile Rd, Detroit, MI 48219, USA"
534,Laffrey's Steaks on The Hearth,Food Service Establishment,34373,SFE,Sandra J. Thompson,"(42.4286412,-83.2789265)",(313) 538-4688,PERMANENTLY CLOSED,,,,10/22/09,3/21/10,9/28/07,12/30/1899,,O,NOT IN COMPLIANCE,"24201 W Seven Mile Rd, Detroit, MI 48219, USA"
535,Value Pizza & Deli,Food Service Establishment,34374,SFE,Kanno Ghassan,"(42.3526444,-83.0744742)",313-832-1666,TEMPORARILY CLOSED,,,,4/6/15,3/6/16,4/6/15,12/30/1899,,O,IN COMPLIANCE,"1127 W Warren Ave, Detroit, MI 48201, USA"
537,Golden Buddha,Food Service Establishment,34379,SFE,Min-Quan Deng,"(42.4107112,-82.9443246)",,PERMANENTLY CLOSED,,,,1/19/05,7/18/05,12/30/1899,12/30/1899,,O,,"16340 Harper Ave, Detroit, MI 48224, USA"
538,Louisiana Creole Gumbo,Food Service Establishment,81158,SFE,Spencer Seajoseffer,"(42.3493517,-83.0346538)",313-567-1200,OPEN,,,,11/8/17,4/7/18,,,,Z,NOT IN COMPLIANCE,"2051 Gratiot Ave, Detroit, MI 48207, USA"
539,Motor City Wine Bar,Food Service Establishment,76446,SFE,Ramon Parcells,"(42.3311806,-83.0730097)",313-478-1478,OPEN,,,,4/21/17,3/22/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"1949 Michigan Ave, Detroit, MI 48216, USA"
540,M & M Bar,Food Service Establishment,34386,SFE,Antonio Santos,"(42.324455,-83.101061)",,OPEN,1/3/06,,,9/14/06,2/2/09,9/15/08,12/30/1899,,O,NOT IN COMPLIANCE,"4600 Plumer St, Detroit, MI 48209, USA"
541,D Motown Deli,Food Service Establishment,81173,SFE,Pathway Enterprises,"(42.363971,-83.02405000000002)",925-1790,OPEN,,,,9/28/17,2/25/18,10/8/17,,,Z,IN COMPLIANCE,"3750 Gratiot Ave, Detroit, MI 48207, USA"
542,Whiskey Bar,Food Service Establishment,80852,SFE,Elias Joseph Sesi,"(42.3419663,-83.2551132)",(313) 792-8399,OPEN,,,,10/6/17,3/5/18,,,,O,NOT IN COMPLIANCE,"22100 W Warren Ave, Redford Charter Twp, MI 48239, USA"
543,Miley & Miley,Food Service Establishment,34392,SFE,Mollie M. Miley,"(42.4326563,-83.0756273)",,PERMANENTLY CLOSED,,,,10/13/09,3/12/10,7/22/05,7/22/08,1/29/10,O,NOT IN COMPLIANCE,"2700 Seven Mile E, Detroit, MI 48234, USA"
544,Elmo's Fine Food Inc.,Food Service Establishment,61155,SFE,"Kolonja, LLC","(42.3640523,-82.9773415)",231-499-5084,OPEN,,,,3/13/12,8/10/12,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"10551 E Jefferson Ave, Detroit, MI 48214, USA"
545,Nemos,Food Service Establishment,34394,SFE,"P V T, Inc.","(42.3316971,-83.0654583)",965-3180,OPEN,,,,12/13/17,5/12/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"1378 Michigan Ave, Detroit, MI 48226, USA"
546,Hope of Detroit Academy,Non-Public School,34395,SFE,Hope of Detroit Academy,"(42.3348024,-83.1169372)",897-8720,OPEN,,,,9/28/17,2/25/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"4443 N Campbell St, Detroit, MI 48210, USA"
547,Helen Diasons Lounge Inc.,Food Service Establishment,34398,SFE,MARY H DIASON,"(42.428426,-83.024301)",(313) 891-3460,TEMPORARILY CLOSED,,,,3/1/07,7/29/07,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"18341 Van Dyke Ave, Detroit, MI 48234, USA"
548,Israel of God Church,Food Service Establishment,34401,SFE,Israel of God Church,"(42.3675122,-83.0300537)",922-0649,OPEN,,,,6/20/17,5/21/18,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"3533 E Forest Ave, Detroit, MI 48207, USA"
549,Robinson Dairy Vending,LHD - Vending,34402,SVN,Frank Caramagno,"(42.34038839999999,-83.0704154)",313-893-0200,OPEN,,,,3/14/05,9/10/05,12/30/1899,12/30/1899,,O,,"3111 Grand River Ave, Detroit, MI 48208, USA"
550,"Pandora's Boxx, LLC",Food Service Establishment,53571,SFE,Viola Mines,"(42.423487,-83.03921199999999)",313-673-6124,OPEN,,,,8/24/16,7/25/17,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"6221 E Davison St, Hamtramck, MI 48212, USA"
551,B.O.B.'z Lounge,Food Service Establishment,202012,SFE,Tywan Oneal,"(42.4186611,-82.9322778)",313-622-4690,OPEN,,,,5/24/16,4/24/17,6/3/16,12/30/1899,,Y,NOT IN COMPLIANCE,"17456 Harper Ave, Detroit, MI 48224, USA"
552,Clarence's Blue Bird Inn,Food Service Establishment,34406,SFE,Mary E. Eddins,"(42.3526761,-83.119537)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"5021 Tireman Ave, Detroit, MI 48204, USA"
553,Robinson Dairy Vending,LHD - Vending,34407,SVN,Frank Caramagno,"(42.3517255,-83.04545829999999)",313-893-0200,OPEN,,,,6/16/05,12/13/05,12/30/1899,12/30/1899,,O,,"3520 Rivard St, Detroit, MI 48207, USA"
4055,Detroit Soft Serve,LHD - Mobile Food Establishmen,37941,SMF,Abdullah S. S. Almasmari,"(42.390853,-83.04507699999999)",,SEASONAL,,,,,,,,,O,,"3876 Oliver St, Hamtramck, MI 48211, USA"
4056,Detroit Soft Serve,LHD - Mobile Food Establishmen,37590,SMF,Saleh Saleh,"(42.3929474,-83.0410673)",739-5079,SEASONAL,,,,,,,,,O,,"4068 Georgia St, Detroit, MI 48211, USA"
4057,Hank Dogs,LHD - Mobile Food Establishmen,658-6463,SMF,Kimberly Hankerson,"(42.436024,-82.99032670000001)",658-6463,SEASONAL,,,,,,,,,O,,"19177 Joann Ave #102, Detroit, MI 48205, USA"
4058,Mr. Eds Softy Ice Cream,LHD - Mobile Food Establishmen,37641,SMF,Rassam Almoraisi,"(42.401029,-83.0467745)",,SEASONAL,,,,,,,,,O,,"5032 Evaline St, Hamtramck, MI 48212, USA"
4059,Mr. Amigo Softey Ice cream,LHD - Mobile Food Establishmen,37755,SMF,Ghaithan Ahmed Al-Ghazali,"(42.3911255,-83.0391885)",,SEASONAL,,,,,,,,,O,,"6134 Dorothy St, Detroit, MI 48211, USA"
554,Greektown Casino-VIP/Main Kitchen,Food Service Establishment,34408,SFE,"Greektown Casino, LLC","(42.3349561,-83.0409075)",313-477-8886,PERMANENTLY CLOSED,3/9/15,,,11/7/14,4/6/15,11/7/14,12/30/1899,11/9/14,O,IN COMPLIANCE,"555 E Lafayette St, Detroit, MI 48226, USA"
2899,AVI Foodsystems,LHD - Vending,40653,SVN,AVI Foodsystems,"(42.3840829,-83.04150779999999)",313-972-6105,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"Detroit, MI 48211, USA"
2898,AVI Foodsystems,LHD - Vending,40645,SVN,Michael Sofranko,"(42.3840829,-83.04150779999999)",330-372-6000,OPEN,,,,2/12/15,6/26/16,12/30/1899,12/30/1899,9/1/16,O,IN COMPLIANCE,"Detroit, MI 48211, USA"
557,Plymouth Road Office Complex,Food Service Establishment,51607,SFE,Daimler Chrysler,"(42.374695,-83.18413300000002)",659-6367,PERMANENTLY CLOSED,,,,9/8/08,2/5/09,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"14250 Plymouth Rd, Detroit, MI 48227, USA"
558,Platinum Lounge,Food Service Establishment,60511,SFE,"Platinum Lounge, LLC","(42.4163373,-83.1816892)",313-342-7587,Plan Review,,,,6/4/08,11/1/08,6/14/08,12/30/1899,,O,NOT IN COMPLIANCE,"13741 W McNichols Rd, Detroit, MI 48235, USA"
559,Motown Cafe Grill,Food Service Establishment,34419,SFE,Marash Sinishtaj,"(42.332018,-83.0442346)",961-9988,OPEN,,,,8/30/11,1/27/12,12/30/1899,12/30/1899,12/20/11,O,IN COMPLIANCE,"111 Cadillac Square, Detroit, MI 48226, USA"
560,"Tippin Inn, Inc.",Food Service Establishment,34421,SFE,George Augusta,"(42.4285151,-83.03852909999999)",313-893-7591,PERMANENTLY CLOSED,,,,12/2/16,4/1/17,11/12/16,12/30/1899,,Z,NOT IN COMPLIANCE,"18430 Mt Elliott St, Detroit, MI 48234, USA"
561,Great Wall,Food Service Establishment,34426,SFE,Jian & XIONG LI,"(42.331173,-83.0687219)",962-3800,PERMANENTLY CLOSED,,,,2/10/11,7/10/11,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"1623 Michigan Ave, Detroit, MI 48216, USA"
562,Michigan Commission for the Blind,LHD - Vending,34427,SVN,Constance Zagner,"(42.328245,-83.0495622)",313-961-1344,OPEN,9/1/16,,,9/12/13,1/25/15,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"Detroit, MI 48226, USA"
563,Northwest Church of Christ,Food Service Establishment,34432,SFE,North West Church of Christ,"(42.3620666,-83.1567342)",,OPEN,,,,5/24/05,11/20/05,12/30/1899,12/30/1899,,O,,"5151 Oakman Blvd, Detroit, MI 48204, USA"
564,American Serbian Memorial Hall,Food Service Establishment,34433,SFE,Serbian Orthodox Church,"(42.4421095,-83.02396929999999)",366-9668,OPEN,,,,11/8/17,10/9/18,11/18/17,,,O,NOT IN COMPLIANCE,"19940 Van Dyke Ave, Detroit, MI 48234, USA"
565,La Mexicana Restaruant,Food Service Establishment,34434,SFE,Herrera Ignacio,"(42.3117664,-83.12709819999999)",,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"7928 Vernor Hwy, Detroit, MI 48209, USA"
566,Duchess Lounge,Food Service Establishment,34435,SFE,"BASHI ENTERTAINMENT, INC.","(42.4350087,-83.02468259999999)",(313) 893-9466,OPEN,,,,4/20/07,3/20/08,8/17/07,12/30/1899,,O,NOT IN COMPLIANCE,"19211 Van Dyke Ave, Detroit, MI 48234, USA"
567,Olympic Coney Island,Food Service Establishment,34437,SFE,Martin & Mikel Corporation,"(42.4469346,-83.06724059999999)",(313) 366-1629,PERMANENTLY CLOSED,,,,3/9/09,8/6/09,9/14/07,12/30/1899,8/20/09,O,NOT IN COMPLIANCE,"3732 East 8 Mile Road, Detroit, MI 48234, USA"
568,Hancock Preparatory School,Public School,64067,SFE,Detroit Board of Education,"(42.3938104,-83.13486979999999)",313-494-3268,OPEN,,,,2/17/11,7/17/11,2/27/11,12/30/1899,,O,NOT IN COMPLIANCE,"2200 Ewald Cir, Detroit, MI 48238, USA"
569,Tubby's Sub Shop,Food Service Establishment,50408,SFE,Tony Maroof,"(42.3600978,-83.05508429999999)",832-4438,OPEN,,,,4/7/11,3/7/12,12/30/1899,12/30/1899,6/22/11,O,IN COMPLIANCE,"714 E Warren Ave, Detroit, MI 48201, USA"
570,First Line Food service,Food Service Establishment,34442,SFE,Gary Ankenbrandt,"(42.38946259999999,-83.0639917)",313-873-5780,Other,,,,5/12/05,11/8/05,12/10/04,12/30/1899,,O,,"1841 Holbrook Ave, Detroit, MI 48212, USA"
571,First Line Food Service,Food Service Establishment,34443,SFE,GARY Ankenbrandt,"(42.38515049999999,-83.0585601)",,Other,,,,5/23/05,11/19/05,12/30/1899,12/30/1899,,O,,"8435 St Aubin St, Hamtramck, MI 48212, USA"
572,Campus Coney Island,Food Service Establishment,34444,SFE,Pjeter Vatnikaj,"(42.3605241,-83.0689897)",833-7466,OPEN,,,,1/25/08,6/23/08,2/4/08,12/30/1899,,O,NOT IN COMPLIANCE,"5480 Cass Ave, Detroit, MI 48202, USA"
573,Circa 1890 Saloon,Food Service Establishment,34445,SFE,Stephen Xantheas,"(42.3604937,-83.0689881)",313-831-1122,OPEN,,,,7/26/17,12/23/17,,,12/20/17,Z,IN COMPLIANCE,"5474 Cass Ave, Detroit, MI 48202, USA"
574,Java in the Park,Food Service Establishment,34446,,"HORNE, REGINA G.","(42.4039061,-83.2256403)",,PERMANENTLY CLOSED,,,,,,12/30/1899,12/30/1899,,O,,"18714 Grand River Ave, Detroit, MI 48223, USA"
575,Luxe Cuisine,Food Service Establishment,34447,SFE,Francis M. Stanton,"(42.3288156,-83.0485522)",,PERMANENTLY CLOSED,,,,11/6/06,4/5/07,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"239 W Congress St, Detroit, MI 48226, USA"
576,Detroit Service Learning Academy,Non-Public School,69404,SFE,Detroit Service Academy,"(42.42918299999999,-83.2559442)",313-541-7619,OPEN,,,,9/19/17,3/18/18,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"21605 W Seven Mile Rd, Detroit, MI 48219, USA"
577,Man Dees Lounge,Food Service Establishment,34450,SFE,Alvin Taylor,"(42.4192604,-83.0636131)",(313) 891-4330,OPEN,,,,10/4/17,9/4/18,1/2/18,,,Z,NOT IN COMPLIANCE,"17132 Conant St, Detroit, MI 48212, USA"
578,Continental Canteen,LHD - Vending,34452,SVN,Steve Laporte,"(42.30043209999999,-83.1166438)",586-939-3600,OPEN,,,,9/29/04,3/28/05,12/30/1899,12/30/1899,10/31/13,O,,"Detroit, MI 48209, USA"
579,Jacoby's German Biergarten,Food Service Establishment,218058,SFE,ADBI LLC,"(42.3322901,-83.041867)",313-962-7067,OPEN,,,,11/21/17,4/20/18,12/1/17,,,Z,IN COMPLIANCE,"624 Brush St, Detroit, MI 48226, USA"
580,Moochies Bar & Grill,Food Service Establishment,34456,SFE,Jacqueline Cook,"(42.3457075,-83.1315183)",,PERMANENTLY CLOSED,4/12/07,,,8/10/05,2/6/06,12/30/1899,12/30/1899,,O,,"6185 Livernois Ave, Detroit, MI 48210, USA"
581,Commonwealth Community Development,Non-Public School,66998,SFE,Commonwealth Community Develop,"(42.3997016,-83.13809549999999)",311-366-9470,OPEN,,,,9/20/17,3/19/18,10/31/17,,,O,NOT IN COMPLIANCE,"Detroit, MI 48238, USA"
582,Caucus Club ,Food Service Establishment,34458,SFE,Caucus Club Inc.,"(42.3302055,-83.0474857)",965-4970,OPEN,,,,3/6/12,8/3/12,3/16/12,12/30/1899,12/12/12,O,NOT IN COMPLIANCE,"Penobscot Building, 645 Griswold St #414, Detroit, MI 48226, USA"
583,Tipperary Pub,Food Service Establishment,54181,SFE,Theresa A. Higgins,"(42.3537018,-83.2167021)",,PERMANENTLY CLOSED,,,,11/30/07,4/28/08,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"8287 Southfield Rd, Detroit, MI 48228, USA"
584,US Star Bar,Food Service Establishment,34464,SFE,Star Bar II,"(42.331086,-83.090615)",894-7320,OPEN,,,,11/20/08,4/4/10,11/30/08,12/30/1899,,O,IN COMPLIANCE,"3415 Michigan Ave, Detroit, MI 48216, USA"
585,E's Deli,Food Service Establishment,34465,SFE,Elton Henley,"(42.3732707,-83.0732582)",,OPEN,,,,7/5/05,1/1/06,12/30/1899,12/30/1899,,O,,"105 E Bethune Ave, Detroit, MI 48202, USA"
2878,AVI Foodsystems,LHD - Vending,new,SVN,AVI Foodsystems,"(42.2571306,-83.13730629999999)",734-946-3139,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"1 1 Quality Drive, Ecorse, MI 48229, USA"
587,New Orleans Deli Inc.,Food Service Establishment,50692,SFE,Gjon Preni,"(42.385772,-83.128496)",,PERMANENTLY CLOSED,,,,7/19/07,12/16/07,7/29/07,12/30/1899,,O,NOT IN COMPLIANCE,"12647 Dexter Ave, Detroit, MI 48238, USA"
588,Hot Tamales,Food Service Establishment,61655,SFE,Trottier Inc.,"(42.445052,-83.1758072)",313-863-5034,New owner/complete reconstruct,,,,1/25/17,12/26/17,12/30/1899,12/30/1899,,Y,IN COMPLIANCE,"13109 Eight Mile Rd, Detroit, MI 48235, USA"
589,Majestic Cafe/The Majestic Theater,Food Service Establishment,80864,SFE,Majestic Theatre Center Inc.,"(42.35114859999999,-83.0598804)",313-833-9700,OPEN,,,,1/12/17,12/13/17,12/30/1899,12/30/1899,7/8/15,Y,IN COMPLIANCE,"4120 Woodward Ave, Detroit, MI 48201, USA"
590,The Village Idiot Pub,Food Service Establishment,34470,SFE,William Smith,"(42.3884771,-82.9422678)",,OPEN,,,,12/12/06,12/15/07,12/30/1899,12/30/1899,,O,IN COMPLIANCE,"15421 Mack Ave, Detroit, MI 48224, USA"
591,Byblos Cafe & Grill,Food Service Establishment,47840,SFE,Brian Ahmad,"(42.3613501,-83.06929579999999)",313-831-4420,OPEN,,,,12/7/17,5/6/18,12/17/17,12/30/1899,,Z,IN COMPLIANCE,"87 W Palmer Ave, Detroit, MI 48202, USA"
592,Gaelic League Irish American Club,Food Service Establishment,52900,SFE,IRISH AMERICAN CLUB INC.,"(44.3148443,-85.60236429999999)",964-8700,OPEN,,,,10/13/17,3/12/18,10/23/17,12/30/1899,,O,IN COMPLIANCE,"Michigan, USA"
593,Bautista Concession Services,LHD - Mobile Food Establishmen,38491,SMF,Carlo Bautista,"(42.5103351,-83.2347705)",,OPEN,,,,,,12/30/1899,12/30/1899,,O,,"30060 Rock Creek Dr, Southfield, MI 48076, USA"
594,Little Caesar's Pizza #149,Food Service Establishment,34477,SFE,"Little Caesars Enterprises, In","(42.44223059999999,-82.9733347)",313-839-5595,OPEN,,,,12/10/13,11/10/14,12/30/1899,12/30/1899,6/1/13,Z,NOT IN COMPLIANCE,"14867 Gratiot Ave, Detroit, MI 48205, USA"
595,"Hy-Grade Delicatessen Restaurant, Inc.",Food Service Establishment,34479,SFE,Stuart Litt,"(42.3316688,-83.09413719999999)",894-6620,OPEN,,,,11/7/17,4/6/18,12/30/1899,12/30/1899,,O,NOT IN COMPLIANCE,"3640 Michigan Ave, Detroit, MI 48216, USA"
596,Club Treasure,Food Service Establishment,34480,SFE,Antonia M. Adams,"(42.4358379,-83.03929099999999)",313-826-7895,OPEN,1/28/10,,,5/24/13,10/21/13,8/22/13,12/30/1899,,O,NOT IN COMPLIANCE,"19303 Mt Elliott St, Detroit, MI 48234, USA"
